Naam openbare ruimte;Huisnummer;Huisletter;Huisnummertoevoeging;Postcode;Woonplaats;Naam stadsdeel;Code stadsdeel;Naam gebiedsgerichtwerkengebied;Code gebiedsgerichtwerkengebied;Naam Wijk;Code Wijk;Naam buurt;Code buurt;Code bouwblok;X-coordinaat (RD);Y-coordinaat (RD);Latitude (WGS84);Longitude (WGS84);Indicatie hoofdadres;Gebruiksdoel;Feitelijk gebruik;Oppervlakte (m2);Objecttype;Verblijfsobjectstatus;Openbareruimte-identificatie;Pandidentificatie;Verblijfsobjectidentificatie;Ligplaatsidentificatie;Standplaatsidentificatie;Nummeraanduidingidentificatie
Marifoonweg;1;;;1042AV;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB20;117642;490642;52,4023394;4,8382611;;BEST-kantoorfunctie;kantoor (hoofdcode);1456;Verblijfsobject;Verblijfsobject in gebruik;0363300000001142;['0363100012112174'];0363010001003007;;;0363200000433061
Danzigerkade;187;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD44;120136;490514;52,4013532;4,8749201;;BEST-logiesfunctie;;4120;Verblijfsobject;Verblijfsobject gevormd;0363300000003195;['0363100012249130'];0363010012117609;;;0363200012119386
Danzigerkade;177;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD44;120116;490518;52,4013879;4,8746258;;BEST-logiesfunctie;;3248;Verblijfsobject;Verblijfsobject gevormd;0363300000003195;['0363100012249130'];0363010012117610;;;0363200012119380
Danzigerkade;189;;;;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD44;120117;490534;52,4015318;4,8746388;;BEST-overige gebruiksfunctie ;;14;Verblijfsobject;Verblijfsobject gevormd;0363300000003195;['0363100012249130'];0363010012117615;;;0363200012119385
Kaapstadweg;34;A;;1047HG;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;;111154;490899;52,4041690;4,7428973;;BEST-industriefunctie;;5911;Verblijfsobject;Verblijfsobject gevormd;0363300000001077;['0363100012249125'];0363010012117420;;;0363200012119186
Kaapstadweg;34;D;;1047HG;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;;111008;490936;52,4044898;4,7407472;;BEST-industriefunctie;;5911;Verblijfsobject;Verblijfsobject gevormd;0363300000001077;['0363100012249125'];0363010012117421;;;0363200012119187
Danzigerkade;179;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD44;120134;490517;52,4013801;4,8748904;;BEST-bijeenkomstfunctie;;513;Verblijfsobject;Verblijfsobject gevormd;0363300000003195;['0363100012249130'];0363010012117611;;;0363200012119381
Gyroscoopweg;144;C;;1042AZ;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB24;117965;490531;52,4013638;4,8430193;;BEST-kantoorfunctie;kantoor (hoofdcode);942;Verblijfsobject;Verblijfsobject gevormd;0363300000003773;['0363100012150238'];0363010012118649;;;0363200012120429
Danzigerkade;107;;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD44;120191;490547;52,4016533;4,8757248;;BEST-kantoorfunctie;;6267;Verblijfsobject;Verblijfsobject gevormd;0363300000003195;['0363100012249362'];0363010012118230;;;0363200012120006
Pier Afrika;8;B;;1013BK;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD09;119323;490819;52,4040421;4,8629421;;BEST-industriefunctie;;75;Verblijfsobject;Verblijfsobject in gebruik;0363300000001838;['0363100012249060'];0363010012118852;;;0363200012120632
Danzigerkade;16;L;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD43;120225;490303;52,3994626;4,8762496;;BEST-kantoorfunctie;;592;Verblijfsobject;Verblijfsobject gevormd;0363300000003195;['0363100012249426'];0363010012118848;;;0363200012120628
Danzigerkade;15;A;;;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD43;120274;490236;52,3988635;4,8769765;;BEST-overige gebruiksfunctie ;;9044;Verblijfsobject;Verblijfsobject gevormd;0363300000003195;['0363100012249437'];0363010012119010;;;0363200012120790
Nieuwe Hemweg;13;B;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;119550;489882;52,3956358;4,8663766;;BEST-kantoorfunctie;;276;Verblijfsobject;Verblijfsobject gevormd;0363300000003906;['0363100012249494'];0363010012119414;;;0363200012121200
Nieuwe Hemweg;14;A;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;119604;489908;52,3958729;4,8671672;;BEST-kantoorfunctie;;276;Verblijfsobject;Verblijfsobject gevormd;0363300000003906;['0363100012249504'];0363010012119421;;;0363200012121207
Nieuwe Hemweg;14;F;;1013BG;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;119610;489930;52,3960710;4,8672530;;BEST-kantoorfunctie;;276;Verblijfsobject;Verblijfsobject gevormd;0363300000003906;['0363100012249503'];0363010012119426;;;0363200012121212
Westhavenweg;53;;;1042AL;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB03;117151;491241;52,4076891;4,8309790;;BEST-industriefunctie;opslag / distributie;7500;Verblijfsobject;Verblijfsobject in gebruik;0363300000004857;['0363100012146164'];0363010000776588;;;0363200000435833
Cacaoweg;12;;;1047BE;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;DA17;112630;491897;52,4132540;4,7644595;;BEST-industriefunctie;opslag / distributie;16850;Verblijfsobject;Verblijfsobject in gebruik;0363300000001090;['0363100012079254'];0363010000776592;;;0363200000435840
Danzigerbocht;45;H;;1013AM;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;120103;489936;52,3961565;4,8744953;;BEST-industriefunctie;;79;Verblijfsobject;Verblijfsobject gevormd;0363300000003194;['0363100012249737'];0363010012122478;;;0363200012124297
Danzigerbocht;43;;;;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;120078;489984;52,3965863;4,8741230;;BEST-overige gebruiksfunctie ;;2038;Verblijfsobject;Verblijfsobject gevormd;0363300000003194;['0363100012249738'];0363010012122470;;;0363200012124289
Danzigerbocht;45;K;;1013AM;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;120105;489934;52,3961387;4,8745249;;BEST-industriefunctie;;95;Verblijfsobject;Verblijfsobject gevormd;0363300000003194;['0363100012249737'];0363010012122479;;;0363200012124298
Danzigerbocht;45;M;;1013AM;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD25;120114;489939;52,3961842;4,8746566;;BEST-industriefunctie;;192;Verblijfsobject;Verblijfsobject gevormd;0363300000003194;['0363100012249737'];0363010012122481;;;0363200012124300
Vlothavenweg;24;;;1013BJ;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD17;118844;490877;52,4045320;4,8558974;;BEST-kantoorfunctie;;542;Verblijfsobject;Verblijfsobject gevormd;0363300000005303;['0363100012249773'];0363010012122769;;;0363200012124594
Pier Afrika;11;;;1013BM;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD05;119323;491044;52,4060642;4,8629182;;BEST-kantoorfunctie;bedrijf;375;Verblijfsobject;Verblijfsobject in gebruik;0363300000001838;['0363100012162841'];0363010001173946;;;0363200000524462
Danzigerkade;9;A;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD42;120312;490118;52,3978054;4,8775470;;BEST-overige gebruiksfunctie ;;116;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012159057'];0363010001165890;;;0363200000536139
Danzigerkade;9;G;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD42;120302;490150;52,3980924;4,8773968;;BEST-kantoorfunctie;kantoor (hoofdcode);72;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012159057'];0363010001165896;;;0363200000536145
Donauweg;14;;;1043AJ;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DF06;117237;489709;52,3939267;4,8324152;;BEST-industriefunctie;bedrijf;1;Verblijfsobject;Verblijfsobject in gebruik;0363300000005601;['0363100012102687'];0363010000883426;;;0363200000341437
Nieuw-Zeelandweg;3;;;1045AL;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;DA24;115165;491568;52,4104873;4,8017555;;BEST-kantoorfunctie;bedrijf;462;Verblijfsobject;Verblijfsobject in gebruik;0363300000001096;['0363100012112774'];0363010001167346;;;0363200000538635
Deccaweg;24;;;1042AD;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB21;117641;490352;52,3997331;4,8382787;;BEST-industriefunctie;opslag / distributie;2431;Verblijfsobject;Verblijfsobject in gebruik;0363300000005654;['0363100012109156'];0363010001963103;;;0363200001962585
Westhavenweg;105;C;;1042BB;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DC31;116611;492277;52,4169622;4,8229250;;BEST-overige gebruiksfunctie ;bedrijf;103;Verblijfsobject;Verblijfsobject in gebruik;0363300000004857;['0363100012240408'];0363010001964504;;;0363200001964296
Westhavenweg;105;F;;1042BB;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DC31;116630;492280;52,4169905;4,8232039;;BEST-overige gebruiksfunctie ;bedrijf;114;Verblijfsobject;Verblijfsobject in gebruik;0363300000004857;['0363100012240413'];0363010001964509;;;0363200001964299
Westhavenweg;109;D;;1042BB;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DC31;116607;492316;52,4173125;4,8228618;;BEST-overige gebruiksfunctie ;bedrijf;103;Verblijfsobject;Verblijfsobject in gebruik;0363300000004857;['0363100012240397'];0363010001964564;;;0363200001964328
Westhavenweg;109;F;;1042BB;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DC31;116619;492319;52,4173403;4,8230378;;BEST-overige gebruiksfunctie ;bedrijf;114;Verblijfsobject;Verblijfsobject in gebruik;0363300000004857;['0363100012240399'];0363010001964565;;;0363200001964330
Westhavenweg;109;G;;1042BB;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DC31;116624;492321;52,4173586;4,8231111;;BEST-overige gebruiksfunctie ;bedrijf;103;Verblijfsobject;Verblijfsobject in gebruik;0363300000004857;['0363100012240400'];0363010001964569;;;0363200001964331
Deccaweg;23;;;1042AE;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB20;117614;490423;52,4003693;4,8378741;;BEST-industriefunctie;bedrijf;1045;Verblijfsobject;Verblijfsobject in gebruik;0363300000005654;['0363100012134695'];0363010000892241;;;0363200000349807
Moezelhavenweg;15;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF02;116373;489741;52,3941541;4,8197188;;BEST-overige gebruiksfunctie ;bedrijf;80;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012105878'];0363010001169514;;;0363200000525553
Moezelhavenweg;17;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF02;116365;489741;52,3941536;4,8196013;;BEST-overige gebruiksfunctie ;bedrijf;80;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012114771'];0363010001169515;;;0363200000525554
Moezelhavenweg;25;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF02;116333;489743;52,3941693;4,8191309;;BEST-overige gebruiksfunctie ;bedrijf;170;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012092971'];0363010001169519;;;0363200000525558
Moezelhavenweg;31;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF02;116350;489754;52,3942694;4,8193794;;BEST-overige gebruiksfunctie ;bedrijf;80;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012087273'];0363010001169522;;;0363200000525561
Moezelhavenweg;33;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF02;116358;489754;52,3942699;4,8194969;;BEST-overige gebruiksfunctie ;bedrijf;80;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012099823'];0363010001169523;;;0363200000525562
Moezelhavenweg;49;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF02;116350;489782;52,3945210;4,8193762;;BEST-overige gebruiksfunctie ;bedrijf;80;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012143227'];0363010001169531;;;0363200000525570
Moezelhavenweg;87;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF02;116300;489743;52,3941670;4,8186461;;BEST-overige gebruiksfunctie ;bedrijf;83;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012113330'];0363010001169550;;;0363200000525589
Moezelhavenweg;95;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF02;116300;489771;52,3944186;4,8186429;;BEST-overige gebruiksfunctie ;bedrijf;83;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012123030'];0363010001169554;;;0363200000525593
Moezelhavenweg;97;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF02;116300;489779;52,3944905;4,8186420;;BEST-overige gebruiksfunctie ;bedrijf;83;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012144672'];0363010001169555;;;0363200000525594
Moezelhavenweg;99;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF02;116300;489786;52,3945534;4,8186412;;BEST-overige gebruiksfunctie ;bedrijf;83;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012113482'];0363010001169556;;;0363200000525595
Moezelhavenweg;107;;;1043AM;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Zuid;B10h;DF02;116316;489793;52,3946175;4,8188754;;BEST-overige gebruiksfunctie ;bedrijf;105;Verblijfsobject;Verblijfsobject in gebruik;0363300000003796;['0363100012098217'];0363010001169560;;;0363200000525599
Koivistokade;1;;;1013AC;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD43;120252;490165;52,3982240;4,8766606;;BEST-kantoorfunctie;kantoor (hoofdcode);545;Verblijfsobject;Verblijfsobject in gebruik;0363300000006026;['0363100012075463'];0363010001165905;;;0363200000528115
Danzigerkade;11;D;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD43;120286;490186;52,3984149;4,8771580;;BEST-overige gebruiksfunctie ;kantoor (hoofdcode);240;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012075463'];0363010001165902;;;0363200000528117
Danzigerkade;11;E;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD43;120288;490185;52,3984061;4,8771875;;BEST-overige gebruiksfunctie ;kantoor (hoofdcode);240;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012075463'];0363010001165903;;;0363200000528118
Accraweg;11;;;1047HJ;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA19;111933;491624;52,4107463;4,7542508;;BEST-industriefunctie;bedrijf;1;Verblijfsobject;Verblijfsobject in gebruik;0363300000001076;['0363100012070023'];0363010001043501;;;0363200000530128
Amerikahavenweg;36;;;1045AG;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;DA08;114904;491091;52,4061814;4,7979769;;BEST-kantoorfunctie;;6866;Verblijfsobject;Verblijfsobject in gebruik;0363300000005522;['0363100012080547'];0363010001044225;;;0363200000530733
Petroleumhavenweg;3;;;1041AB;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC21;118725;491273;52,4080830;4,8541059;;BEST-kantoorfunctie;kantoor (hoofdcode);1;Verblijfsobject;Verblijfsobject in gebruik;0363300000004355;['0363100012145951'];0363010001097187;;;0363200000533012
Danzigerbocht;17;;;1013AM;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD42;120281;489928;52,3960959;4,8771112;;BEST-overige gebruiksfunctie ;bedrijf;358;Verblijfsobject;Verblijfsobject in gebruik;0363300000003194;['0363100012143489'];0363010001173932;;;0363200000535046
Beiraweg;3;;;1047HN;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA31;111590;491217;52,4070615;4,7492627;;BEST-overige gebruiksfunctie ;bedrijf;2335;Verblijfsobject;Verblijfsobject in gebruik;0363300000002021;['0363100012105564'];0363010001167246;;;0363200000537952
Corsicaweg;8;;;1044AB;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB46;115802;490546;52,4013483;4,8112364;;BEST-industriefunctie;bedrijf;6500;Verblijfsobject;Verblijfsobject in gebruik;0363300000003159;['0363100012097440'];0363010001167251;;;0363200000538183
Radarweg;1;;;1042AA;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB19;117609;490844;52,4041526;4,8377537;;BEST-industriefunctie;bedrijf;1087;Verblijfsobject;Verblijfsobject in gebruik;0363300000005621;['0363100012143501'];0363010000888401;;;0363200000346230
Hornweg;32;;;1044AN;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB42;115423;490773;52,4033612;4,8056409;;BEST-industriefunctie;;87012;Verblijfsobject;Verblijfsobject in gebruik;0363300000003596;['0363100012083133'];0363010000673307;;;0363200000135262
Casablancaweg;12;;;1047HP;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA30;111926;490824;52,4035561;4,7542507;;BEST-industriefunctie;bedrijf;7469;Verblijfsobject;Verblijfsobject in gebruik;0363300000002033;['0363100012160240'];0363010001988426;;;0363200001988244
Gyroscoopweg;2;M;;1042AB;;Westpoort;B;;;Westelijk Havengebied;B10;Vervoerscentrum;B10e;DB55;117832;489924;52,3958995;4,8411324;;BEST-industriefunctie;kantoor (hoofdcode);1;Verblijfsobject;Verblijfsobject in gebruik;0363300000003773;['0363100012076045'];0363010001993753;;;0363200001992693
Kajuitweg;6;;;1041AR;;Westpoort;B;;;Westelijk Havengebied;B10;Petroleumhaven;B10c;DC04;117015;491935;52,4139168;4,8289019;;BEST-kantoorfunctie;bedrijf;316;Verblijfsobject;Verblijfsobject in gebruik;0363300000003943;['0363100012241369'];0363010002005571;;;0363200002005232
Stromboliweg;20;;;1045AP;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;;114770;492836;52,4218560;4,7958084;;;;;Ligplaats;Plaats aangewezen;0363300003682812;;;0363020003692114;;0363200003692054
Stromboliweg;26;;;1045AP;;Westpoort;B;;;Westelijk Havengebied;B10;Amerikahaven;B10f;;114765;492788;52,4214262;4,7957380;;;;;Ligplaats;Plaats aangewezen;0363300003682812;;;0363020003692117;;0363200003692057
Danzigerkade;3;C;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD41;120358;489976;52,3965322;4,8782375;;BEST-kantoorfunctie;kantoor (hoofdcode);169;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012129144'];0363010003695995;;;0363200003695584
Danzigerkade;3;D;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD41;120357;489976;52,3965321;4,8782228;;BEST-kantoorfunctie;kantoor (hoofdcode);169;Verblijfsobject;Verblijfsobject in gebruik;0363300000003195;['0363100012129144'];0363010003695992;;;0363200003695585
Maltaweg;5;;;1044AH;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DB44;115616;491007;52,4054781;4,8084494;;BEST-industriefunctie;bedrijf;572;Verblijfsobject;Verblijfsobject in gebruik;0363300000004248;['0363100012166803'];0363010003696024;;;0363200003695604
Danzigerkade;48;A;;1013AP;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;;120368;490130;52,3979234;4,8783769;;;;;Ligplaats;Plaats aangewezen;0363300000003195;;;0363020010902447;;0363200010902418
Westhavenweg;107;;;1042BB;;Westpoort;B;;;Westelijk Havengebied;B10;Westhaven Noord;B10d;DC31;116594;492284;52,4170240;4,8226743;;BEST-overige gebruiksfunctie ;opslag / distributie;18;Verblijfsobject;Verblijfsobject in gebruik;0363300000004857;['0363100012240404'];0363010010953209;;;0363200010953051
Dynamostraat;5;;;1014BN;;Westpoort;B;;;Westelijk Havengebied;B10;Alfa-driehoek;B10b;DG04;118503;490091;52,3974454;4,8509721;;BEST-industriefunctie;opslag / distributie;1900;Verblijfsobject;Verblijfsobject in gebruik;0363300000005547;['0363100012106213'];0363010000903527;;;0363200000360910
Accraweg;1;A;;1047HJ;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA19;111794;491457;52,4092345;4,7522296;;BEST-kantoorfunctie;;116;Verblijfsobject;Verblijfsobject in gebruik;0363300000001076;['0363100012240902'];0363010010953869;;;0363200010953777
Westpoortweg;480;;;1047HB;;Westpoort;B;;;Westelijk Havengebied;B10;Afrikahaven;B10g;DA33;111017;492129;52,4152121;4,7407230;;BEST-kantoorfunctie;overig bedrijf;1090;Verblijfsobject;Verblijfsobject in gebruik;0363300011951142;['0363100012240912'];0363010011073791;;;0363200011073743
Haparandaweg;67;A;1;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120283;489819;52,3951164;4,8771519;;BEST-industriefunctie;studiogebouw;62;Verblijfsobject;Verblijfsobject in gebruik;0363300000003337;['0363100012238475'];0363010011266502;;;0363200011266300
Haparandaweg;67;A;2;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120283;489819;52,3951164;4,8771519;;BEST-industriefunctie;studiogebouw;54;Verblijfsobject;Verblijfsobject in gebruik;0363300000003337;['0363100012238475'];0363010011266497;;;0363200011266301
Haparandaweg;67;A;3;1013BD;;Westpoort;B;;;Westelijk Havengebied;B10;Coenhaven/Mercuriushaven;B10a;DD40;120283;489819;52,3951164;4,8771519;;BEST-industriefunctie;studiogebouw;62;Verblijfsobject;Verblijfsobject in gebruik;0363300000003337;['0363100012238475'];0363010011266496;;;0363200011266302
